GEO_ID,NAME,totalHHS,hascomputer,dialup,broadband,nointernet,nocomputer,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpoverty
1400000US53033023202,"Census Tract 232.02, King County, Washington",1876,1547,11,1367,169,329,3821,61.9,4.3,3.7
1400000US53033023300,"Census Tract 233, King County, Washington",2343,2272,36,2060,176,71,5443,66.7,5.8,5.3
1400000US53033023401,"Census Tract 234.01, King County, Washington",1569,1442,10,1330,102,127,3117,60.5,4.2,17.3
1400000US53033023403,"Census Tract 234.03, King County, Washington",1589,1570,0,1547,23,19,3411,65.6,6.4,63.8
1400000US53033023404,"Census Tract 234.04, King County, Washington",1182,1161,0,1108,53,21,2628,72.6,0.9,0
1400000US53033023500,"Census Tract 235, King County, Washington",1514,1504,6,1447,51,10,2987,67.6,3.1,3.4
1400000US53033023601,"Census Tract 236.01, King County, Washington",1786,1743,0,1695,48,43,3525,69.2,2.5,9.2
1400000US53033023603,"Census Tract 236.03, King County, Washington",2623,2538,0,2299,239,85,5662,72.8,3.4,30.7
1400000US53033023604,"Census Tract 236.04, King County, Washington",2639,2550,0,2421,129,89,5424,64.7,3.9,23.5
1400000US53033023700,"Census Tract 237, King County, Washington",1739,1698,0,1640,58,41,3588,72,4.4,31.8
1400000US53033023801,"Census Tract 238.01, King County, Washington",1358,1349,0,1297,52,9,2461,75.1,4.6,13.6
1400000US53033023803,"Census Tract 238.03, King County, Washington",3078,2982,0,2892,90,96,4997,69.1,5.4,31.7
1400000US53033023804,"Census Tract 238.04, King County, Washington",4426,4271,0,4186,85,155,6949,71.8,3.4,15.2
1400000US53033023900,"Census Tract 239, King County, Washington",2820,2739,2,2722,15,81,5517,65.8,3.7,11.8
1400000US53033024000,"Census Tract 240, King County, Washington",3361,3278,15,3191,72,83,6088,64.3,4.7,20.3
1400000US53033024100,"Census Tract 241, King County, Washington",1708,1682,7,1652,23,26,3820,55.8,4.5,0
1400000US53033024200,"Census Tract 242, King County, Washington",1184,1120,0,1106,14,64,2497,53.1,2.9,0
1400000US53033024300,"Census Tract 243, King County, Washington",4031,3650,0,3493,157,381,7271,64,5,47.7
1400000US53033024400,"Census Tract 244, King County, Washington",1355,1245,8,1158,79,110,2480,62.5,3.4,0
1400000US53033024500,"Census Tract 245, King County, Washington",1747,1747,6,1694,47,0,4033,64.1,2.1,0
1400000US53033024601,"Census Tract 246.01, King County, Washington",1645,1619,8,1602,9,26,3628,59.1,2.3,57.9
1400000US53033024602,"Census Tract 246.02, King County, Washington",1345,1322,0,1309,13,23,2835,56.7,3.5,57.6
1400000US53033024701,"Census Tract 247.01, King County, Washington",1404,1387,0,1377,10,17,3114,59.6,4.2,31.1
1400000US53033024702,"Census Tract 247.02, King County, Washington",2984,2814,0,2730,84,170,6417,68.6,4.5,42.3
1400000US53033024800,"Census Tract 248, King County, Washington",2164,2085,31,2024,30,79,4744,66.1,3.1,11.3
1400000US53033024901,"Census Tract 249.01, King County, Washington",1863,1840,0,1797,43,23,4293,61.3,2.6,18.5
1400000US53033024902,"Census Tract 249.02, King County, Washington",1335,1316,0,1302,14,19,3144,65.6,1.3,34.5
1400000US53033024903,"Census Tract 249.03, King County, Washington",2346,2346,0,2265,81,0,5785,61.6,4.1,86.7
1400000US53033025001,"Census Tract 250.01, King County, Washington",1927,1890,10,1821,59,37,4104,68.9,3.5,10.3
1400000US53033025003,"Census Tract 250.03, King County, Washington",2603,2536,19,2517,0,67,5662,64.4,1.8,-
1400000US53033025005,"Census Tract 250.05, King County, Washington",1981,1913,10,1854,49,68,4062,72.7,3.5,75.9
1400000US53033025006,"Census Tract 250.06, King County, Washington",2429,2412,12,2328,72,17,4949,73.2,2.7,48.4
1400000US53033025101,"Census Tract 251.01, King County, Washington",2129,2060,0,1994,66,69,5233,67.8,4.2,0
1400000US53033025102,"Census Tract 251.02, King County, Washington",2826,2714,0,2631,83,112,5939,72.5,4.2,53.6
1400000US53033025200,"Census Tract 252, King County, Washington",3311,3115,0,3003,112,196,7243,71.9,4,16
1400000US53033025301,"Census Tract 253.01, King County, Washington",3088,3003,0,2917,86,85,5532,81.3,4.2,30.4
1400000US53033025302,"Census Tract 253.02, King County, Washington",2739,2324,27,2026,271,415,4495,63.1,4.7,13.5
1400000US53033025400,"Census Tract 254, King County, Washington",3044,2795,14,2625,156,249,6128,71,8.1,41.7
1400000US53033025500,"Census Tract 255, King County, Washington",1963,1826,0,1755,71,137,3972,72.4,4.8,18.2
1400000US53033025601,"Census Tract 256.01, King County, Washington",1982,1896,9,1819,68,86,4362,70.8,3.5,0
1400000US53033025602,"Census Tract 256.02, King County, Washington",2113,2058,0,1994,64,55,4965,69.6,2.5,15.8
1400000US53033025701,"Census Tract 257.01, King County, Washington",2966,2805,0,2567,238,161,5189,77.8,5.7,3.6
1400000US53033025702,"Census Tract 257.02, King County, Washington",1271,1254,9,1185,60,17,2918,73,3.8,28.2
1400000US53033025803,"Census Tract 258.03, King County, Washington",1712,1606,9,1471,126,106,3780,72.7,2.5,13
1400000US53033025804,"Census Tract 258.04, King County, Washington",1142,1116,0,1074,42,26,2897,62.6,2.4,13.4
1400000US53033025805,"Census Tract 258.05, King County, Washington",2009,1983,0,1817,166,26,4297,74.9,3.4,16.1
1400000US53033025806,"Census Tract 258.06, King County, Washington",1827,1731,0,1647,84,96,4025,67.6,3.8,24.8
1400000US53033026001,"Census Tract 260.01, King County, Washington",2118,1991,10,1950,31,127,4861,66.4,3.6,54.8
1400000US53033026002,"Census Tract 260.02, King County, Washington",3061,2819,0,2523,296,242,6603,63,5.1,30.6
1400000US53033026100,"Census Tract 261, King County, Washington",2914,2661,0,2481,180,253,6438,70.7,2.9,13
1400000US53033026200,"Census Tract 262, King County, Washington",2243,2153,0,2003,150,90,4804,80.8,9.1,55.1
1400000US53033026300,"Census Tract 263, King County, Washington",547,515,0,475,40,32,1309,71,10.6,23.5
1400000US53033026400,"Census Tract 264, King County, Washington",2449,2119,0,2024,95,330,4898,71.7,5.5,35.7
1400000US53033026500,"Census Tract 265, King County, Washington",1509,1220,0,1051,169,289,3296,65.5,10.1,28
1400000US53033026600,"Census Tract 266, King County, Washington",913,873,0,808,65,40,2010,76.4,1.2,0
1400000US53033026700,"Census Tract 267, King County, Washington",1944,1818,25,1634,159,126,4165,63.2,9.7,20.5
1400000US53033026801,"Census Tract 268.01, King County, Washington",2159,1843,0,1738,105,316,4740,70.5,6.9,31.5
1400000US53033026802,"Census Tract 268.02, King County, Washington",1808,1630,10,1518,102,178,4338,69,5.3,22.3
1400000US53033027000,"Census Tract 270, King County, Washington",1171,1094,0,1032,62,77,2671,66.4,4.8,11.5
1400000US53033027100,"Census Tract 271, King County, Washington",1280,1133,0,996,137,147,2799,61.2,1.5,3
1400000US53033027200,"Census Tract 272, King County, Washington",827,754,0,691,63,73,2038,69.3,8.8,32.7
1400000US53033027300,"Census Tract 273, King County, Washington",1831,1753,0,1630,123,78,4488,67,9,21.2
1400000US53033027400,"Census Tract 274, King County, Washington",1801,1615,19,1561,35,186,4248,68.8,5.6,53.8
1400000US53033027500,"Census Tract 275, King County, Washington",1751,1528,8,1394,126,223,3950,66.6,2.6,12.9
1400000US53033027600,"Census Tract 276, King County, Washington",1704,1626,16,1489,121,78,3675,70.8,2.7,0
1400000US53033027701,"Census Tract 277.01, King County, Washington",2166,2039,0,1987,52,127,4179,62.7,1.4,10.5
1400000US53033027702,"Census Tract 277.02, King County, Washington",2335,2303,16,2157,130,32,4356,60.4,2.7,39.4
1400000US53033027800,"Census Tract 278, King County, Washington",1413,1381,16,1303,62,32,2893,59,4.8,55
1400000US53033027900,"Census Tract 279, King County, Washington",3206,3015,0,2858,157,191,6273,75.5,8.2,63.6
1400000US53033028000,"Census Tract 280, King County, Washington",1604,1483,16,1395,72,121,3440,68.7,4.1,11.1
1400000US53033028100,"Census Tract 281, King County, Washington",813,706,7,634,65,107,2150,76.7,7.1,6.8
1400000US53033028200,"Census Tract 282, King County, Washington",1806,1614,0,1422,192,192,3892,74,4.7,3.3
1400000US53033028300,"Census Tract 283, King County, Washington",1958,1935,10,1839,86,23,4304,77.1,8.2,27.5
1400000US53033028402,"Census Tract 284.02, King County, Washington",1725,1563,13,1427,123,162,4089,69.7,5,34.8
1400000US53033028403,"Census Tract 284.03, King County, Washington",2105,1973,24,1816,133,132,4536,57.3,0.7,1.1
1400000US53033028500,"Census Tract 285, King County, Washington",1666,1498,0,1461,37,168,3330,72.1,4.1,0
1400000US53033028600,"Census Tract 286, King County, Washington",2837,2539,0,2383,156,298,5518,63.4,4.2,22.5
1400000US53033028700,"Census Tract 287, King County, Washington",1795,1727,0,1681,46,68,4313,67.5,7.7,25.3
1400000US53033028801,"Census Tract 288.01, King County, Washington",789,687,0,658,29,102,2720,46.2,5.2,13.8
1400000US53033028802,"Census Tract 288.02, King County, Washington",2272,2124,0,2023,101,148,4817,75.6,1.2,1.6
1400000US53033028901,"Census Tract 289.01, King County, Washington",1609,1513,0,1452,61,96,2852,71.1,7.4,30.4
1400000US53033028902,"Census Tract 289.02, King County, Washington",2451,2345,0,2222,123,106,5757,67.4,6.8,0
1400000US53033029001,"Census Tract 290.01, King County, Washington",2001,1873,12,1770,91,128,3917,52.5,1.2,8
1400000US53033029003,"Census Tract 290.03, King County, Washington",2008,1991,13,1854,124,17,4400,68,3.8,32.3
1400000US53033029004,"Census Tract 290.04, King County, Washington",1323,1098,0,980,118,225,2797,65.8,9,25.2
1400000US53033029101,"Census Tract 291.01, King County, Washington",1134,1082,7,1025,50,52,2445,72.9,11.6,22
1400000US53033029102,"Census Tract 291.02, King County, Washington",1303,1258,10,1189,59,45,3590,63.8,3.2,10.5
1400000US53033029203,"Census Tract 292.03, King County, Washington",1295,1063,0,937,126,232,3370,34.5,3.4,32.7
1400000US53033029204,"Census Tract 292.04, King County, Washington",2474,2350,0,2299,51,124,5592,71.8,4.7,19.1
1400000US53033029205,"Census Tract 292.05, King County, Washington",2025,1923,0,1876,47,102,3981,77.1,4.2,20.9
1400000US53033029206,"Census Tract 292.06, King County, Washington",1981,1542,15,1395,132,439,3424,65.8,10.9,24.6
1400000US53033029303,"Census Tract 293.03, King County, Washington",3050,2801,0,2713,88,249,6010,65.3,3.1,2.3
1400000US53033029304,"Census Tract 293.04, King County, Washington",1918,1901,6,1792,103,17,4386,67.1,4.4,0
1400000US53033029305,"Census Tract 293.05, King County, Washington",1346,1341,0,1316,25,5,3526,72.7,4.2,26.5
1400000US53033029306,"Census Tract 293.06, King County, Washington",1266,1197,0,1073,124,69,3001,71.9,2.7,7.9
1400000US53033029307,"Census Tract 293.07, King County, Washington",1281,1240,0,1240,0,41,3352,66.6,2.7,2.3
1400000US53033029403,"Census Tract 294.03, King County, Washington",1902,1803,0,1748,55,99,4727,67.2,8.9,10.9
1400000US53033029405,"Census Tract 294.05, King County, Washington",1750,1733,0,1726,7,17,4696,70.1,6.7,28.3
1400000US53033029406,"Census Tract 294.06, King County, Washington",1618,1608,9,1548,51,10,4022,73.5,8.2,23.5
1400000US53033029407,"Census Tract 294.07, King County, Washington",1570,1521,7,1358,156,49,3554,63.6,9.6,44.1
1400000US53033029408,"Census Tract 294.08, King County, Washington",1497,1419,0,1342,77,78,3304,72.8,2.9,8.3
1400000US53033029502,"Census Tract 295.02, King County, Washington",2140,2066,0,1971,95,74,5803,72,2.9,9.2
1400000US53033029503,"Census Tract 295.03, King County, Washington",2894,2611,0,2352,259,283,6549,68.3,4.4,15.5
1400000US53033029504,"Census Tract 295.04, King County, Washington",2005,1908,0,1759,149,97,4634,69.9,11.5,51.6
1400000US53033029601,"Census Tract 296.01, King County, Washington",2059,1999,43,1899,57,60,5201,66.3,5.9,21.1
1400000US53033029602,"Census Tract 296.02, King County, Washington",1940,1867,22,1821,24,73,4849,72.8,4.7,16.7
1400000US53033029700,"Census Tract 297, King County, Washington",2877,2475,0,2247,228,402,6362,58.7,6.2,25.9
1400000US53033029801,"Census Tract 298.01, King County, Washington",3115,2994,0,2851,143,121,7739,72.4,6,33.6
1400000US53033029802,"Census Tract 298.02, King County, Washington",3031,2920,0,2862,58,111,7239,66.2,3.7,26.4
1400000US53033029901,"Census Tract 299.01, King County, Washington",1543,1532,11,1489,32,11,3697,67,3.9,53.7
1400000US53033029902,"Census Tract 299.02, King County, Washington",1448,1405,0,1382,23,43,3460,62,2,0
1400000US53033030003,"Census Tract 300.03, King County, Washington",2397,2304,0,2210,94,93,5124,65.3,5,0.9
1400000US53033030004,"Census Tract 300.04, King County, Washington",3276,3124,0,2857,267,152,6780,74.7,7.8,34
1400000US53033030005,"Census Tract 300.05, King County, Washington",1875,1861,12,1722,127,14,4468,70.4,5.1,11.4
1400000US53033030006,"Census Tract 300.06, King County, Washington",1613,1275,0,1097,178,338,3329,63.5,5.5,11.3
1400000US53033030100,"Census Tract 301, King County, Washington",2959,2765,0,2707,58,194,6258,61.4,5.8,27.6
1400000US53033030201,"Census Tract 302.01, King County, Washington",1993,1871,8,1740,123,122,4284,68.9,4.5,61.1
1400000US53033030202,"Census Tract 302.02, King County, Washington",2474,2286,0,2108,178,188,5446,67.1,5.8,7.2
1400000US53033030304,"Census Tract 303.04, King County, Washington",1253,1181,0,1135,46,72,2937,65.6,1.8,19.1
1400000US53033030305,"Census Tract 303.05, King County, Washington",2073,2020,0,1844,176,53,4233,60.1,2.7,34.1
1400000US53033030306,"Census Tract 303.06, King County, Washington",1819,1750,0,1686,64,69,4496,66.1,8.2,49
1400000US53033030308,"Census Tract 303.08, King County, Washington",2392,2322,0,2139,183,70,5380,69.6,6.3,0
1400000US53033030309,"Census Tract 303.09, King County, Washington",2514,2489,0,2409,80,25,4842,76.1,6.6,20.8
1400000US53033030310,"Census Tract 303.10, King County, Washington",2086,1962,52,1829,81,124,4791,71,4.3,0
1400000US53033030311,"Census Tract 303.11, King County, Washington",1649,1533,0,1427,106,116,4098,70.2,7.4,21.9
1400000US53033030312,"Census Tract 303.12, King County, Washington",1767,1674,18,1426,230,93,3818,70.5,12.2,25.2
1400000US53033030313,"Census Tract 303.13, King County, Washington",1700,1498,0,1451,47,202,3404,63,6.4,17.5
1400000US53033030314,"Census Tract 303.14, King County, Washington",1956,1801,20,1429,352,155,3791,53.4,14.2,23.4
1400000US53033030401,"Census Tract 304.01, King County, Washington",3316,3144,24,3042,78,172,7562,68.3,8.4,20.9
1400000US53033030403,"Census Tract 304.03, King County, Washington",1758,1678,0,1600,78,80,3822,58.6,2.7,26.1
1400000US53033030404,"Census Tract 304.04, King County, Washington",1616,1570,0,1500,70,46,3947,68.9,4.8,13.2
1400000US53033030501,"Census Tract 305.01, King County, Washington",1004,803,0,688,115,201,1676,45.4,6.3,26.2
1400000US53033030503,"Census Tract 305.03, King County, Washington",2181,1757,0,1685,72,424,4179,57,6.8,0
1400000US53033030504,"Census Tract 305.04, King County, Washington",1977,1770,8,1646,116,207,3754,62.3,8,27.8
1400000US53033030600,"Census Tract 306, King County, Washington",2027,1764,0,1622,142,263,4242,69.9,2.1,15
1400000US53033030700,"Census Tract 307, King County, Washington",1633,1430,0,1281,149,203,3139,62.1,10.8,28.3
1400000US53033030801,"Census Tract 308.01, King County, Washington",2325,2175,0,2147,28,150,4827,65.9,8.1,29.6
1400000US53033030802,"Census Tract 308.02, King County, Washington",1372,1280,42,1141,97,92,2715,66.3,5.3,43.6
1400000US53033030901,"Census Tract 309.01, King County, Washington",1101,1032,12,980,40,69,2812,72.8,8,16.9
1400000US53033030902,"Census Tract 309.02, King County, Washington",2090,1872,18,1746,108,218,4983,68,1.9,6.9
1400000US53033031000,"Census Tract 310, King County, Washington",1553,1498,19,1470,9,55,3435,76.3,5.2,0
1400000US53033031100,"Census Tract 311, King County, Washington",2748,2534,25,2372,137,214,6071,67,7.4,16.2
1400000US53033031202,"Census Tract 312.02, King County, Washington",2150,1984,28,1678,278,166,5024,58.8,5.7,46.3
1400000US53033031204,"Census Tract 312.04, King County, Washington",2301,2197,0,2129,68,104,4969,63.2,3.8,59.4
1400000US53033031205,"Census Tract 312.05, King County, Washington",2401,2388,0,2311,77,13,5533,78.5,11.4,33.5
1400000US53033031206,"Census Tract 312.06, King County, Washington",1779,1712,9,1659,44,67,4406,52.7,7.9,29.3
1400000US53033031301,"Census Tract 313.01, King County, Washington",938,848,13,771,64,90,2130,52.7,7.2,26.9
1400000US53033031302,"Census Tract 313.02, King County, Washington",1738,1582,10,1477,95,156,3288,67.3,4,38.6
1400000US53033031400,"Census Tract 314, King County, Washington",2570,2277,0,2142,135,293,4911,69.5,6.4,20.3
1400000US53033031501,"Census Tract 315.01, King County, Washington",1467,1380,0,1360,20,87,3204,70,2.6,0
1400000US53033031502,"Census Tract 315.02, King County, Washington",1738,1585,16,1464,105,153,3514,58.4,1.7,45.6
1400000US53033031601,"Census Tract 316.01, King County, Washington",1963,1948,0,1904,44,15,4357,71.7,1.7,0
1400000US53033031603,"Census Tract 316.03, King County, Washington",2196,1947,0,1857,90,249,4748,67.5,4.2,21.3
1400000US53033031604,"Census Tract 316.04, King County, Washington",1817,1749,0,1728,21,68,3866,77.9,5.5,29.1
1400000US53033031605,"Census Tract 316.05, King County, Washington",1509,1432,0,1374,58,77,3333,68.8,2.7,0
1400000US53033031703,"Census Tract 317.03, King County, Washington",2492,2427,16,2327,84,65,5742,64.5,4.2,20.8
1400000US53033031704,"Census Tract 317.04, King County, Washington",1743,1701,9,1631,61,42,4532,67.7,4,34.7
1400000US53033031705,"Census Tract 317.05, King County, Washington",1425,1390,0,1331,59,35,3442,70.4,4.3,0
1400000US53033031706,"Census Tract 317.06, King County, Washington",2724,2643,0,2390,253,81,6081,71.1,3.2,20.1
1400000US53033031800,"Census Tract 318, King County, Washington",1657,1555,0,1531,24,102,3830,67.9,6.2,34.5
1400000US53033031903,"Census Tract 319.03, King County, Washington",2386,2307,0,2238,69,79,5532,70.1,4.9,11.4
1400000US53033031904,"Census Tract 319.04, King County, Washington",1316,1285,4,1232,49,31,2672,67.8,6.1,14.1
1400000US53033031906,"Census Tract 319.06, King County, Washington",1466,1428,0,1402,26,38,3246,60.6,7.2,48.6
1400000US53033031907,"Census Tract 319.07, King County, Washington",2838,2777,19,2697,61,61,6317,71.6,7,15.7
1400000US53033031908,"Census Tract 319.08, King County, Washington",1910,1803,0,1765,38,107,3581,74.9,10.1,55.7
1400000US53033031909,"Census Tract 319.09, King County, Washington",1156,1116,0,1088,28,40,2513,68.9,4.6,23.3
1400000US53033032002,"Census Tract 320.02, King County, Washington",1203,1082,9,1056,17,121,2496,55.2,1.7,0
1400000US53033032003,"Census Tract 320.03, King County, Washington",1990,1920,0,1784,136,70,4494,68.8,2.2,30.5
1400000US53033032005,"Census Tract 320.05, King County, Washington",2467,2351,0,2333,18,116,5610,76.7,5.4,69.2
1400000US53033032006,"Census Tract 320.06, King County, Washington",2012,1958,0,1907,51,54,4508,60,6.8,12.9
1400000US53033032007,"Census Tract 320.07, King County, Washington",1264,1223,8,1190,25,41,2672,72.8,5.7,0
1400000US53033032008,"Census Tract 320.08, King County, Washington",1569,1536,0,1514,22,33,3486,72.5,8.1,0
1400000US53033032010,"Census Tract 320.10, King County, Washington",2145,2062,0,2014,48,83,4220,71.1,4.4,51.5
1400000US53033032011,"Census Tract 320.11, King County, Washington",1450,1388,0,1372,16,62,3107,74.8,3,66.1
1400000US53033032102,"Census Tract 321.02, King County, Washington",1815,1777,0,1704,73,38,4163,63.5,4.7,0
1400000US53033032103,"Census Tract 321.03, King County, Washington",2284,2179,0,2078,101,105,4301,74.9,2.4,10
1400000US53033032104,"Census Tract 321.04, King County, Washington",2471,2403,0,2355,48,68,5209,67.2,5.5,1.1
1400000US53033032203,"Census Tract 322.03, King County, Washington",2773,2773,0,2609,164,0,5981,64.9,3.8,17.9
1400000US53033032207,"Census Tract 322.07, King County, Washington",1297,1297,0,1257,40,0,2886,69.6,2.1,0
1400000US53033032208,"Census Tract 322.08, King County, Washington",4214,4072,15,3889,168,142,7989,54.9,3.6,0
1400000US53033032210,"Census Tract 322.10, King County, Washington",5530,5450,0,5197,253,80,10840,77.9,5.5,20.1
