GEO_ID,NAME,totalHHS,hascomputer,dialup,broadband,nointernet,nocomputer,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpoverty
1400000US53033032211,"Census Tract 322.11, King County, Washington",1750,1731,0,1719,12,19,3907,68,2.5,32.1
1400000US53033032212,"Census Tract 322.12, King County, Washington",2804,2779,0,2767,12,25,6150,76,5.3,0
1400000US53033032213,"Census Tract 322.13, King County, Washington",1506,1473,0,1453,20,33,3281,70.9,1.2,0
1400000US53033032214,"Census Tract 322.14, King County, Washington",2056,2032,0,2003,29,24,4703,69.4,4,100
1400000US53033032215,"Census Tract 322.15, King County, Washington",1590,1566,13,1542,11,24,3694,68.4,1.4,25.8
1400000US53033032307,"Census Tract 323.07, King County, Washington",2167,2127,0,2037,90,40,4761,64.8,3.9,0
1400000US53033032309,"Census Tract 323.09, King County, Washington",4152,3960,0,3798,162,192,6946,77.9,3.8,30.6
1400000US53033032311,"Census Tract 323.11, King County, Washington",2190,2137,35,2054,48,53,5358,65,5.2,34
1400000US53033032313,"Census Tract 323.13, King County, Washington",2534,2443,20,2352,71,91,4972,74.2,2.6,0
1400000US53033032315,"Census Tract 323.15, King County, Washington",2042,2001,0,1981,20,41,4208,70.5,4.3,43.5
1400000US53033032316,"Census Tract 323.16, King County, Washington",1914,1906,0,1857,49,8,3983,69.3,2.1,0
1400000US53033032317,"Census Tract 323.17, King County, Washington",2173,2134,0,2103,31,39,4891,67.8,3.4,0
1400000US53033032318,"Census Tract 323.18, King County, Washington",2150,2132,41,2074,17,18,4743,73.1,2.5,0
1400000US53033032319,"Census Tract 323.19, King County, Washington",2763,2429,0,2184,245,334,4911,64.8,3.1,28.6
1400000US53033032320,"Census Tract 323.20, King County, Washington",1559,1519,7,1469,43,40,3538,64.9,1.9,0
1400000US53033032321,"Census Tract 323.21, King County, Washington",2005,2005,0,1989,16,0,4596,70.3,4.9,20.4
1400000US53033032322,"Census Tract 323.22, King County, Washington",1195,1185,0,1185,0,10,2759,67.8,1.7,0
1400000US53033032323,"Census Tract 323.23, King County, Washington",2209,2117,0,2057,60,92,4489,66.3,3.4,0
1400000US53033032324,"Census Tract 323.24, King County, Washington",2170,2089,0,2034,55,81,4296,67.9,2.2,0
1400000US53033032325,"Census Tract 323.25, King County, Washington",2241,2203,0,2203,0,38,4320,73.2,3.8,53.1
1400000US53033032326,"Census Tract 323.26, King County, Washington",1368,1315,0,1170,145,53,3091,61.3,5,23.8
1400000US53033032327,"Census Tract 323.27, King County, Washington",2025,1991,0,1916,75,34,3861,34.7,5.8,-
1400000US53033032328,"Census Tract 323.28, King County, Washington",1116,1096,0,1072,24,20,2563,71.5,3.6,100
1400000US53033032329,"Census Tract 323.29, King County, Washington",3052,3015,18,2922,75,37,6271,66.9,2.3,0
1400000US53033032401,"Census Tract 324.01, King County, Washington",2169,2132,0,2008,124,37,4716,74.3,4.5,59.4
1400000US53033032402,"Census Tract 324.02, King County, Washington",2458,2410,15,2345,50,48,5422,79.2,3.5,0
1400000US53033032500,"Census Tract 325, King County, Washington",2002,1936,21,1809,106,66,4390,70.6,2.3,8.2
1400000US53033032601,"Census Tract 326.01, King County, Washington",1153,1130,0,1122,8,23,2622,68.6,4.1,0
1400000US53033032602,"Census Tract 326.02, King County, Washington",4474,4441,0,4394,47,33,9636,74.9,3.3,45.5
1400000US53033032702,"Census Tract 327.02, King County, Washington",2497,2484,14,2405,65,13,5355,75.6,1.1,10.6
1400000US53033032703,"Census Tract 327.03, King County, Washington",871,849,6,790,53,22,1814,79.7,5.5,0
1400000US53033032704,"Census Tract 327.04, King County, Washington",2499,2407,15,2141,251,92,5470,70.1,6,8.6
1400000US53033032800,"Census Tract 328, King County, Washington",983,940,0,867,73,43,1998,69.1,2.3,0
1400000US53053060200,"Census Tract 602, Pierce County, Washington",583,580,0,551,29,3,2374,40.2,13.7,60.1
1400000US53053060300,"Census Tract 603, Pierce County, Washington",2036,1739,21,1625,93,297,3904,57.3,4.2,51.6
1400000US53053060400,"Census Tract 604, Pierce County, Washington",1584,1488,0,1423,65,96,3192,68.9,3.4,56.5
1400000US53053060500,"Census Tract 605, Pierce County, Washington",1712,1704,13,1634,57,8,3388,74.5,2.5,16.4
1400000US53053060600,"Census Tract 606, Pierce County, Washington",2703,2668,0,2444,224,35,4821,74.9,4.4,30.5
1400000US53053060700,"Census Tract 607, Pierce County, Washington",2453,2220,0,2058,162,233,6153,70.3,3.8,6.5
1400000US53053060800,"Census Tract 608, Pierce County, Washington",2296,2224,0,2165,59,72,4398,69.8,1,0
1400000US53053060903,"Census Tract 609.03, Pierce County, Washington",1442,1327,16,1217,94,115,2824,56.9,9.3,73.3
1400000US53053060904,"Census Tract 609.04, Pierce County, Washington",2228,2039,0,1947,92,189,4150,64.8,7.8,41.9
1400000US53053060905,"Census Tract 609.05, Pierce County, Washington",3023,2533,20,2249,264,490,5416,59.1,6.2,17.9
1400000US53053060906,"Census Tract 609.06, Pierce County, Washington",940,836,13,762,61,104,1883,56,1.1,0
1400000US53053061001,"Census Tract 610.01, Pierce County, Washington",1740,1613,19,1454,140,127,3476,61.5,6.9,18.1
1400000US53053061002,"Census Tract 610.02, Pierce County, Washington",2168,1747,0,1566,181,421,3793,54.8,5.5,20.5
1400000US53053061100,"Census Tract 611, Pierce County, Washington",2776,2477,46,2216,215,299,5239,68.6,6.2,26.3
1400000US53053061200,"Census Tract 612, Pierce County, Washington",2138,1848,0,1671,177,290,4460,66.8,6,7.4
1400000US53053061300,"Census Tract 613, Pierce County, Washington",1827,1732,18,1422,292,95,3948,70.9,12.8,29
1400000US53053061400,"Census Tract 614, Pierce County, Washington",1391,1107,0,800,307,284,3001,42.4,11.1,26.2
1400000US53053061500,"Census Tract 615, Pierce County, Washington",3142,2840,12,2389,439,302,4541,71.2,4.2,25.4
1400000US53053061601,"Census Tract 616.01, Pierce County, Washington",1304,1109,0,945,164,195,1799,54.1,8.4,19.8
1400000US53053061602,"Census Tract 616.02, Pierce County, Washington",423,391,0,339,52,32,766,64.1,13.9,50.9
1400000US53053061700,"Census Tract 617, Pierce County, Washington",1840,1592,0,1365,227,248,3936,65.5,9.8,41.9
1400000US53053061800,"Census Tract 618, Pierce County, Washington",1080,891,0,700,191,189,2175,60.4,3.2,14.5
1400000US53053061900,"Census Tract 619, Pierce County, Washington",801,734,0,603,131,67,1502,55.4,6.9,35.9
1400000US53053062000,"Census Tract 620, Pierce County, Washington",1655,1402,35,1118,249,253,3361,64.5,8.2,43
1400000US53053062300,"Census Tract 623, Pierce County, Washington",1817,1617,10,1382,225,200,4478,67.3,3.3,15.5
1400000US53053062400,"Census Tract 624, Pierce County, Washington",2156,1936,54,1619,263,220,4683,71.5,8.1,41.8
1400000US53053062500,"Census Tract 625, Pierce County, Washington",2542,2429,0,2153,276,113,5898,59.5,5,33.1
1400000US53053062600,"Census Tract 626, Pierce County, Washington",1682,1432,0,1160,272,250,2951,69,4.9,8
1400000US53053062801,"Census Tract 628.01, Pierce County, Washington",2826,2561,0,2190,371,265,5189,70.5,10.1,26.1
1400000US53053062802,"Census Tract 628.02, Pierce County, Washington",1450,1366,0,1245,121,84,3319,69.5,6.6,29.5
1400000US53053062900,"Census Tract 629, Pierce County, Washington",3122,2818,30,2483,305,304,6226,74.6,4.8,8.1
1400000US53053063000,"Census Tract 630, Pierce County, Washington",1172,1071,6,976,89,101,2447,74,2.3,6.9
1400000US53053063100,"Census Tract 631, Pierce County, Washington",1599,1363,0,1263,100,236,3835,64.2,7.2,36.2
1400000US53053063200,"Census Tract 632, Pierce County, Washington",1859,1716,8,1414,294,143,4307,65.1,3.9,10.3
1400000US53053063300,"Census Tract 633, Pierce County, Washington",2631,2193,23,1956,214,438,6952,65.4,4.1,13.9
1400000US53053063400,"Census Tract 634, Pierce County, Washington",2938,2496,30,2266,200,442,5832,58.1,3.3,22.7
1400000US53053063501,"Census Tract 635.01, Pierce County, Washington",1620,1350,16,1128,206,270,3186,57.1,4.5,4.5
1400000US53053063502,"Census Tract 635.02, Pierce County, Washington",1701,1567,0,1409,158,134,3800,63,4.6,18.7
1400000US53053070100,"Census Tract 701, Pierce County, Washington",1250,1131,0,1047,84,119,2871,64.8,1.4,0
1400000US53053070203,"Census Tract 702.03, Pierce County, Washington",2472,2370,0,2284,86,102,5373,73.2,1.7,19.6
1400000US53053070204,"Census Tract 702.04, Pierce County, Washington",1369,1271,11,1239,21,98,3173,72.5,5,20.4
1400000US53053070205,"Census Tract 702.05, Pierce County, Washington",1139,1042,20,968,54,97,2717,71.7,7.5,0
1400000US53053070206,"Census Tract 702.06, Pierce County, Washington",1520,1444,2,1228,214,76,3528,67,11.1,42
1400000US53053070207,"Census Tract 702.07, Pierce County, Washington",2146,1889,9,1783,97,257,4249,63.8,2.4,19.1
1400000US53053070307,"Census Tract 703.07, Pierce County, Washington",1813,1699,17,1597,85,114,4034,66.6,5.2,13.9
1400000US53053070308,"Census Tract 703.08, Pierce County, Washington",1442,1415,0,1379,36,27,3246,72.9,6.2,62.5
1400000US53053070309,"Census Tract 703.09, Pierce County, Washington",2135,1927,0,1723,204,208,4328,68,1,18.8
1400000US53053070310,"Census Tract 703.10, Pierce County, Washington",1712,1646,0,1574,72,66,3891,63.4,3.5,15.3
1400000US53053070311,"Census Tract 703.11, Pierce County, Washington",1661,1629,0,1606,23,32,3789,72.5,3.5,0
1400000US53053070312,"Census Tract 703.12, Pierce County, Washington",1964,1943,14,1902,27,21,4695,72.6,3,8
1400000US53053070313,"Census Tract 703.13, Pierce County, Washington",2162,2138,13,2080,45,24,5022,71,3.6,17
1400000US53053070314,"Census Tract 703.14, Pierce County, Washington",1181,1160,0,1133,27,21,2711,73.8,2.1,0
1400000US53053070315,"Census Tract 703.15, Pierce County, Washington",2302,2275,11,2108,156,27,4787,77.9,2.1,0
1400000US53053070316,"Census Tract 703.16, Pierce County, Washington",2369,2322,0,2218,104,47,4478,70.5,0.7,45.8
1400000US53053070401,"Census Tract 704.01, Pierce County, Washington",815,748,0,688,60,67,1610,63.7,4.8,0
1400000US53053070403,"Census Tract 704.03, Pierce County, Washington",1588,1475,6,1402,67,113,3300,60.8,4.4,56.3
1400000US53053070404,"Census Tract 704.04, Pierce County, Washington",1677,1623,0,1545,78,54,3910,70.4,6.1,32.1
1400000US53053070703,"Census Tract 707.03, Pierce County, Washington",2429,2219,12,1898,309,210,5023,71.3,3.9,28.6
1400000US53053071100,"Census Tract 711, Pierce County, Washington",920,803,11,763,29,117,1927,55.5,5,32.7
1400000US53053071205,"Census Tract 712.05, Pierce County, Washington",1827,1669,8,1597,64,158,4139,58,5,33.9
1400000US53053071206,"Census Tract 712.06, Pierce County, Washington",2438,2347,0,2239,108,91,5417,69.4,8.6,63.3
1400000US53053071207,"Census Tract 712.07, Pierce County, Washington",2532,2388,0,2016,372,144,5195,64.2,12,34.6
1400000US53053071208,"Census Tract 712.08, Pierce County, Washington",3008,2654,16,2517,121,354,6145,61.8,10.3,38.9
1400000US53053071209,"Census Tract 712.09, Pierce County, Washington",1347,1324,0,1323,1,23,3020,68,8.1,23.9
1400000US53053071210,"Census Tract 712.10, Pierce County, Washington",1826,1818,10,1715,93,8,4285,66.2,4.4,26.1
1400000US53053071304,"Census Tract 713.04, Pierce County, Washington",2380,2236,0,2070,166,144,5034,70.2,8.3,25.4
1400000US53053071305,"Census Tract 713.05, Pierce County, Washington",1320,1146,0,1061,85,174,3261,62.8,8.1,51.7
1400000US53053071306,"Census Tract 713.06, Pierce County, Washington",2236,2043,12,1918,113,193,5307,59.8,3.7,0
1400000US53053071307,"Census Tract 713.07, Pierce County, Washington",1827,1731,0,1683,48,96,3821,65,5.4,35.4
1400000US53053071309,"Census Tract 713.09, Pierce County, Washington",1468,1381,18,1294,69,87,3481,71.6,7,34.6
1400000US53053071310,"Census Tract 713.10, Pierce County, Washington",1954,1916,0,1898,18,38,4462,69.5,4.9,31.1
1400000US53053071403,"Census Tract 714.03, Pierce County, Washington",1518,1425,10,1338,77,93,3422,61.3,7.2,41.6
1400000US53053071406,"Census Tract 714.06, Pierce County, Washington",2593,2548,14,2404,130,45,6097,69.7,10.8,34.7
1400000US53053071407,"Census Tract 714.07, Pierce County, Washington",2204,2121,19,1950,152,83,5240,72.7,5.9,0
1400000US53053071408,"Census Tract 714.08, Pierce County, Washington",1403,1305,0,1229,76,98,3439,61.6,11.5,42.1
1400000US53053071409,"Census Tract 714.09, Pierce County, Washington",1572,1434,7,1267,160,138,3277,62.3,7,31.4
1400000US53053071410,"Census Tract 714.10, Pierce County, Washington",2698,2537,0,2272,265,161,6055,58.5,4,53
1400000US53053071411,"Census Tract 714.11, Pierce County, Washington",2030,1943,0,1838,105,87,4637,68.3,5.2,21.1
1400000US53053071503,"Census Tract 715.03, Pierce County, Washington",2059,1914,0,1713,201,145,4387,62.8,14.4,27.1
1400000US53053071504,"Census Tract 715.04, Pierce County, Washington",1607,1417,14,1184,219,190,5149,60.6,14,34.4
1400000US53053071505,"Census Tract 715.05, Pierce County, Washington",1948,1802,7,1668,127,146,4356,63.2,3.6,0
1400000US53053071506,"Census Tract 715.06, Pierce County, Washington",1961,1819,5,1760,54,142,4193,56.9,4.3,0
1400000US53053071601,"Census Tract 716.01, Pierce County, Washington",1854,1562,0,1202,360,292,3882,67.1,9.4,54.1
1400000US53053071602,"Census Tract 716.02, Pierce County, Washington",2990,2607,38,2412,157,383,6078,67.8,8.7,26.6
1400000US53053071703,"Census Tract 717.03, Pierce County, Washington",1542,1240,11,1081,148,302,2916,62.1,2.4,17.7
1400000US53053071704,"Census Tract 717.04, Pierce County, Washington",1728,1521,22,1198,301,207,3420,73.9,9.4,16.4
1400000US53053071705,"Census Tract 717.05, Pierce County, Washington",1295,1178,0,1030,148,117,2801,64.7,9.8,17.7
1400000US53053071706,"Census Tract 717.06, Pierce County, Washington",748,647,0,564,83,101,1389,70.1,9.1,40.2
1400000US53053071707,"Census Tract 717.07, Pierce County, Washington",1035,890,0,782,108,145,1979,65.6,5.2,4.5
1400000US53053071803,"Census Tract 718.03, Pierce County, Washington",2402,2248,16,2017,215,154,4295,70.2,4.5,38.9
1400000US53053071805,"Census Tract 718.05, Pierce County, Washington",1476,1301,12,1065,224,175,3045,65.8,3.1,13.5
1400000US53053071806,"Census Tract 718.06, Pierce County, Washington",1694,1319,11,1033,275,375,2793,66.3,16.7,40
1400000US53053071807,"Census Tract 718.07, Pierce County, Washington",1559,1422,0,1216,206,137,2884,65,7.7,21.1
1400000US53053071808,"Census Tract 718.08, Pierce County, Washington",1616,1366,0,1214,152,250,3385,57.3,12,12.5
1400000US53053071901,"Census Tract 719.01, Pierce County, Washington",2284,1968,0,1727,241,316,4184,54.9,11.1,55.6
1400000US53053071902,"Census Tract 719.02, Pierce County, Washington",2266,2127,30,2024,73,139,4644,59.4,7.4,0
1400000US53053072000,"Census Tract 720, Pierce County, Washington",1934,1743,17,1522,204,191,3340,62.8,14.7,68.5
1400000US53053072105,"Census Tract 721.05, Pierce County, Washington",1800,1735,6,1635,94,65,4827,41.7,3.3,0
1400000US53053072106,"Census Tract 721.06, Pierce County, Washington",2975,2767,17,2422,328,208,5852,60.5,6.3,15.7
1400000US53053072107,"Census Tract 721.07, Pierce County, Washington",1733,1558,0,1533,25,175,3573,60.8,4.7,33.8
1400000US53053072108,"Census Tract 721.08, Pierce County, Washington",2014,1726,0,1653,73,288,3937,61.3,2.5,0
1400000US53053072109,"Census Tract 721.09, Pierce County, Washington",1454,1381,9,1345,27,73,2763,57.8,2.6,10.5
1400000US53053072111,"Census Tract 721.11, Pierce County, Washington",1009,935,0,849,86,74,2248,58.4,8.3,30.5
1400000US53053072112,"Census Tract 721.12, Pierce County, Washington",1893,1744,5,1670,69,149,3713,64.5,3.1,10.3
1400000US53053072305,"Census Tract 723.05, Pierce County, Washington",2407,2313,30,2164,119,94,4729,64.3,7.6,7.2
1400000US53053072307,"Census Tract 723.07, Pierce County, Washington",1928,1759,0,1625,134,169,3722,59.1,5.6,41.9
1400000US53053072308,"Census Tract 723.08, Pierce County, Washington",2942,2821,13,2667,141,121,6558,59.5,4.3,16.1
1400000US53053072309,"Census Tract 723.09, Pierce County, Washington",2531,2449,0,2407,42,82,5279,68.2,3.9,34.7
1400000US53053072310,"Census Tract 723.10, Pierce County, Washington",1653,1511,0,1452,59,142,3208,65.7,9.8,56.9
1400000US53053072311,"Census Tract 723.11, Pierce County, Washington",2026,1840,0,1755,85,186,3706,64.1,3.8,25.8
1400000US53053072312,"Census Tract 723.12, Pierce County, Washington",2214,2128,0,1995,133,86,4455,71.9,0.9,0
1400000US53053072313,"Census Tract 723.13, Pierce County, Washington",1368,1240,10,1165,65,128,2914,62.9,6.2,62.7
1400000US53053072405,"Census Tract 724.05, Pierce County, Washington",1558,1539,0,1480,59,19,3321,59.4,1.9,18
1400000US53053072406,"Census Tract 724.06, Pierce County, Washington",2187,2092,0,2061,31,95,5052,62.9,2.2,0
1400000US53053072407,"Census Tract 724.07, Pierce County, Washington",1981,1903,0,1806,97,78,3708,63.3,3.5,9.7
1400000US53053072408,"Census Tract 724.08, Pierce County, Washington",2447,2368,0,2307,61,79,4793,55.9,9.6,0
1400000US53053072409,"Census Tract 724.09, Pierce County, Washington",953,931,4,870,57,22,2140,60.6,5.7,14
1400000US53053072410,"Census Tract 724.10, Pierce County, Washington",1408,1370,9,1291,70,38,3050,54.1,8.2,52.4
1400000US53053072503,"Census Tract 725.03, Pierce County, Washington",1609,1538,9,1461,68,71,3676,58.4,6.8,51.4
1400000US53053072504,"Census Tract 725.04, Pierce County, Washington",1478,1425,24,1374,27,53,4409,43.9,4.5,43.3
1400000US53053072505,"Census Tract 725.05, Pierce County, Washington",3430,3200,65,2938,197,230,6883,57,3.6,52.4
1400000US53053072506,"Census Tract 725.06, Pierce County, Washington",1399,1359,7,1266,86,40,2977,55.7,2.9,0
1400000US53053072507,"Census Tract 725.07, Pierce County, Washington",1374,1280,10,1202,68,94,2527,49.3,5.2,0
1400000US53053072601,"Census Tract 726.01, Pierce County, Washington",2003,1914,57,1808,49,89,4687,64.7,9.1,26
1400000US53053072602,"Census Tract 726.02, Pierce County, Washington",1525,1441,9,1285,147,84,3357,51.8,7.2,31.4
1400000US53053072603,"Census Tract 726.03, Pierce County, Washington",2096,1899,0,1770,129,197,4240,51.8,3.1,0
1400000US53053072800,"Census Tract 728, Pierce County, Washington",3631,3464,0,3412,52,167,6652,69.9,7.9,30.8
1400000US53053072901,"Census Tract 729.01, Pierce County, Washington",793,793,0,746,47,0,2121,77.4,7,14.7
1400000US53053072903,"Census Tract 729.03, Pierce County, Washington",944,944,0,935,9,0,4064,83.8,4.6,0
1400000US53053072905,"Census Tract 729.05, Pierce County, Washington",1769,1752,0,1583,169,17,3668,70.3,5.3,21.4
1400000US53053072906,"Census Tract 729.06, Pierce County, Washington",8,8,0,8,0,0,1631,99.5,0,-
1400000US53053072907,"Census Tract 729.07, Pierce County, Washington",1446,1388,0,1209,179,58,3367,70,8.2,10.3
1400000US53053073001,"Census Tract 730.01, Pierce County, Washington",2311,2123,35,1860,228,188,4920,57.6,5,17.7
1400000US53053073005,"Census Tract 730.05, Pierce County, Washington",1924,1845,18,1696,131,79,4230,57.2,4.6,-
1400000US53053073006,"Census Tract 730.06, Pierce County, Washington",1463,1279,34,1147,98,184,3078,60,12.8,0
1400000US53053073108,"Census Tract 731.08, Pierce County, Washington",2942,2910,13,2649,248,32,6930,66.4,4.2,17
1400000US53053073110,"Census Tract 731.10, Pierce County, Washington",1353,1321,8,1256,57,32,3149,59.9,5.7,0
1400000US53053073111,"Census Tract 731.11, Pierce County, Washington",1436,1381,0,1337,44,55,3245,68,6.4,0
1400000US53053073113,"Census Tract 731.13, Pierce County, Washington",2267,2067,0,1956,111,200,5087,61.9,5.6,40.5
1400000US53053073114,"Census Tract 731.14, Pierce County, Washington",1860,1689,10,1569,110,171,4044,59.6,4.2,11.6
1400000US53053073115,"Census Tract 731.15, Pierce County, Washington",1514,1357,0,1271,86,157,3775,61.5,6.9,26.6
1400000US53053073116,"Census Tract 731.16, Pierce County, Washington",1594,1547,10,1428,109,47,3936,61,4.2,5.4
1400000US53053073117,"Census Tract 731.17, Pierce County, Washington",1291,1165,0,1066,99,126,2882,60.1,5.2,0
1400000US53053073118,"Census Tract 731.18, Pierce County, Washington",1523,1472,0,1424,48,51,3351,64.6,3.9,10.9
1400000US53053073119,"Census Tract 731.19, Pierce County, Washington",1142,1111,11,989,111,31,2636,59.8,1.8,0
1400000US53053073120,"Census Tract 731.20, Pierce County, Washington",1414,1389,0,1276,113,25,3115,69.6,6.7,15.7
